"","V1","Stolen From","Type","ZIP","Offense","Make","Caliber","Address","Date","Status"
"7656","9","RENTAL STORAGE FACILITY","FIREBALL BOLTACTION","77036","BURGLARY BUILDING","REMINGTON ARMS CO INC","","9740 STROUD  DR,houston ,Texas ,77036","3/29/2010","S"
"7657","10","DRIVEWAY","PISTOL, SEMIAUTOMATIC","77028","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","GLOCK","40 CAL","5627 EAST HOUSTON  RD,houston ,Texas ,77028","2/25/2009","S"
"7658","1","DRIVEWAY","PISTOL, REVOLVER","77339","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)","KEL-TEC","9","2503 FOLIAGE GREEN  LN,houston ,Texas ,77339","7/16/2012","S"
"7659","2","APARTMENT","PISTOL, SEMIAUTOMATIC","77046","BURGLARY HABITATION","GLOCK","357","3660 RICHMOND  AVE,houston ,Texas ,77046","7/24/2012","S"
"7660","3","APARTMENT PARKING LOT","PISTOL, SEMIAUTOMATIC","77074","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","SIG SAUER","9 MILL","8021 DUNLAP  ST,houston ,Texas ,77074","5/14/2010","S"
"7661","4","RESIDENCE/HOUSE","RIFLE, PUMPACTION","77055","THEFT (FIREARM) STATE JAIL-FELONY ONLY(RFA SENT)","SEARS, ROEBUCK & CO","22 CAL","9806 WESTVIEW  ,houston ,Texas ,77055","5/26/2009","C"
"7662","5","RESIDENCE/HOUSE","AMMUNITION","77074","BURGLARY HABITATION","","","6817 HAZEN  ,houston ,Texas ,77074","10/29/2011","S"
"7663","6","APARTMENT","PISTOL, REVOLVER","77051","BURGLARY HABITATION(JUV)","UNKNOWN","38 CAL","10010 CULLEN  BLVD,houston ,Texas ,77051","11/4/2011","S"
"7664","7","GROCERY/SUPERMARKET","PISTOL, SEMIAUTOMATIC","77022","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD B)","JIMENEZ","9 MILL","4711 AIRLINE  DR,houston ,Texas ,77022","8/30/2009","S"
"7665","8","APARTMENT","PISTOL, SEMIAUTOMATIC","77017","LOST OR STOLEN","RUGER","9 MILL","7823 DETROIT  ST,houston ,Texas ,77017","8/20/2009","S"
"7666","9","RESIDENCE/HOUSE","AMMUNITION","77017","BURGLARY HABITATION","LIVE .38 CAL ROUNDS","0.38","414 LOPER  AVE,houston ,Texas ,77017","7/21/2009","S"
"7667","10","APARTMENT","RIFLE, SEMIAUTOMATIC","77033","BURGLARY HABITATION","SKS","7.62X39","7526 MARTIN LUTHER KING  BLVD,houston ,Texas ,77033","8/21/2012","S"
"7668","1","RESIDENCE/HOUSE","SHOTGUN, PUMP ACTION","77049","BURGLARY HABITATION(JUV)","MOSSBERG O F, & SONS","12 GAUGE","13518 WINDHAVEN  ST,houston ,Texas ,77049","12/22/2009","S"
"7669","2","RESIDENCE/HOUSE","DEFENDER PLUS","77080","AGGRAVATED ROBBERY (DEADLY WEAPON)/BY FIREARMS","COLT","","3819 GALWAY  LN,houston ,Texas ,77080","12/30/2010","S"
"7670","3","RESIDENCE/HOUSE","","77045","BURGLARY HABITATION","AK-47","","4130 WUTHERING HEIGHTS  DR,houston ,Texas ,77045","10/31/2009","S"
"7671","4","RESIDENCE/HOUSE","","77336","BURGLARY HABITATION","AMMUNITION","","822 FALL CREEK  DR,houston ,Texas ,77336","12/17/2011","S"
"7672","5","APARTMENT","PISTOL, SEMIAUTOMATIC","77089","THEFT (FIREARM) STATE JAIL-FELONY ONLY","GLOCK","40 CAL","11881 GULF POINTE  DR,houston ,Texas ,77089","10/15/2008","S"
"7673","6","RESIDENCE/HOUSE","RIFLE, LEVER ACTION","77008","AGGRAVATED ROBBERY (DEADLY WEAPON)/BY FIREARMS","UNKNOWN","22 CAL","519 11TH E ST,houston ,Texas ,77008","10/29/2009","S"
"7674","7","RESIDENCE/HOUSE","RIFLE, LEVER ACTION","77088","BURGLARY HABITATION","MARLIN FIREARMS CO","30-30 CAL","4303 LEMON TREE  LN,houston ,Texas ,77088","9/20/2010","S"
"7675","8","BAR/NIGHT CLUB PARKING LO","PISTOL, SEMIAUTOMATIC","77045","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","BERETTA","9 MILL","13328 ALMEDA  RD,houston ,Texas ,77045","8/22/2008","U"
"7676","9","APARTMENT","RIFLE, SINGLE-SHOT","77035","BURGLARY HABITATION","REMINGTON ARMS CO INC","22 CAL","6655 LUDINGTON  DR,houston ,Texas ,77035","6/20/2008","S"
"7677","10","CHURCH/SYNAGOGUE/TEMPLE","PISTOL, SEMIAUTOMATIC","77011","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","SIG SAUER","40 CAL","5102 TEXAS  ST,houston ,Texas ,77011","7/19/2009","S"
"7678","1","APARTMENT PARKING LOT","SHOTGUN, SEMIAUTOMATIC","77054","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","BENALLI","20 GAUGE","7373 ARDMORE  ST,houston ,Texas ,77054","5/23/2009","S"
"7679","2","MALL PARKING LOT","PISTOL, SEMIAUTOMATIC","77058","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","SPRINGFIELD FIREARMS","9 MILL","1702 BAY AREA  BLVD,houston ,Texas ,77058","5/6/2011","S"
"7680","3","RESIDENCE/HOUSE","HANDGUN","77051","BURGLARY HABITATION","UNKN","380","4416 MAYFLOWER  ,houston ,Texas ,77051","4/8/2011","G"
"7681","4","RESIDENCE/HOUSE","PISTOL, REVOLVER","77063","THEFT/(MISD A)","SMITH & WESSON","38 CAL","56 BAYOU POINTE  DR,houston ,Texas ,77063","1/4/2011","S"
"7682","5","HOTEL/MOTEL PARKING LOT","PISTOL","77060","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","GLOCK","","655 NORTH SAM HOUSTON E PKWY,houston ,Texas ,77060","1/22/2009","S"
"7683","6","RESIDENCE/HOUSE","RIFLE, SINGLE-SHOT","77099","BURGLARY HABITATION","WINCHESTER","30-06 CAL","11007 LONGCOMMON  DR,houston ,Texas ,77099","1/18/2011","S"
"7684","7","RESIDENCE/HOUSE","SHOTGUN","77072","BURGLARY HABITATION","BROWNING","20","7414 BANEWAY  DR,houston ,Texas ,77072","2/15/2010","S"
"7685","8","PAWN/RESALE SHOP/FLEA MAR","PISTOL, SEMIAUTOMATIC","77009","AGGRAVATED ROBBERY (DEADLY WEAPON)/BY FIREARMS","SPRINGFIELD FIREARMS","45 CAL","3433 IRVINGTON  BLVD,houston ,Texas ,77009","3/18/2008","S"
"7686","9","RENTAL STORAGE FACILITY","COMBO, RIFLE AND SHOTGUN","77040","INVESTIGATION (BURGLARY AND THEFT)","ROSSI","410","13300 HEMPSTEAD  HWY,houston ,Texas ,77040","5/1/2011","S"
"7687","10","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77007","BURGLARY HABITATION","TAURUS","9 MILL","6009 CENTER  ST,houston ,Texas ,77007","5/16/2009","S"
"7688","1","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77005","BURGLARY HABITATION","SIG SAUER","9 MILL","4270 CHILDRESS  ,houston ,Texas ,77005","5/25/2012","S"
"7689","2","BAR/NIGHT CLUB PARKING LO","PISTOL, REVOLVER","77072","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","SPRINGFIELD FIREARMS","9","6800 WILCREST  DR,houston ,Texas ,77072","4/2/2011","S"
"7690","3","RESIDENCE/HOUSE","","77093","INVESTIGATION (BURGLARY AND THEFT)","TAURUS","","2920 BRIARWICK  LN,houston ,Texas ,77093","5/6/2011","S"
"7691","4","ROAD/STREET/SIDEWALK","PISTOL, SEMIAUTOMATIC","77002","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","GLOCK","40 CAL","900 TEXAS  ST,houston ,Texas ,77002","1/19/2010","S"
"7692","5","APARTMENT","PISTOL, FLINTLOCK","77042","BURGLARY HABITATION","DIXIE","0.31","2300 WILCREST  DR,houston ,Texas ,77042","2/28/2012","S"
"7693","6","COMMERCIAL BUILDING","","77024","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","TAURUS","","909 FROSTWOOD  ,houston ,Texas ,77024","10/18/2010","S"
"7694","7","AUTO PARTS STORE PARKING","PISTOL, SEMIAUTOMATIC","77093","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","WALTER","40 CAL","9202 JENSEN  DR,houston ,Texas ,77093","9/16/2011","S"
"7695","8","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77033","BURGLARY HABITATION","UNKNOWN","32 CAL","4753 ALVIN  ST,houston ,Texas ,77033","12/28/2011","S"
"7696","9","RESIDENCE/HOUSE","SHOTGUN, SEMIAUTOMATIC","77006","BURGLARY HABITATION","REMINGTON ARMS CO INC","12 GAUGE","4310 STANFORD  ,houston ,Texas ,77006","9/25/2010","S"
"7697","10","RESIDENCE/HOUSE","RIFLE UNSPECIFIED","77055","BURGLARY HABITATION","REMINGTON ARMS CO INC","*","1338 OAK TREE  DR,houston ,Texas ,77055","6/8/2012","S"
"7698","1","APARTMENT","PISTOL, SEMIAUTOMATIC","77077","BURGLARY HABITATION","BROWNING ARMS CO","22 CAL","1415 ELDRIDGE  PKWY,houston ,Texas ,77077","6/29/2011","S"
"7699","2","ROAD/STREET/SIDEWALK","","77006","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","STUN GUN","","1000 HAWTHORNE  ,houston ,Texas ,77006","7/10/2009","S"
"7700","3","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77037","BURGLARY HABITATION","UNKNOWN","25 CAL","1207 SUNNY  DR,houston ,Texas ,77037","9/10/2011","S"
"7701","4","RESIDENCE/HOUSE","RIFLE, SEMIAUTOMATIC","77089","BURGLARY HABITATION","UNKNOWN","22 CAL","11011 SAGEHEATHER  DR,houston ,Texas ,77089","9/14/2009","S"
"7702","5","CONSTRUCTION SITE","SHOTGUN, BOLT ACTION","77092","BURGLARY BUILDING(GC)(JUV)","UNKNOWN","UNKNOWN","5800 LOST FOREST  DR,houston ,Texas ,77092","10/8/2008","S"
"7703","6","RESIDENCE/HOUSE","PISTOL, REVOLVER","77051","THEFT/(MISD B)","UNKNOWN","38 CAL","9221 ASHVILLE  DR,houston ,Texas ,77051","12/9/2010","S"
"7704","7","MULTI-PLEX HME(DUPLEX,TRI","SHOTGUN, PUMP ACTION","77011","BURGLARY HABITATION","MOSSBERG O F, & SONS","12 GAUGE","6803 AVE N  ,houston ,Texas ,77011","12/23/2010","S"
"7705","8","RESIDENCE/HOUSE","PISTOL, REVOLVER","77091","THEFT (FIREARM) STATE JAIL-FELONY ONLY(FV)(JUV)","ROSSI,AMADEO, & CO","357 CAL","873 LITTLE YORK W RD,houston ,Texas ,77091","11/30/2011","S"
"7706","9","RESIDENCE/HOUSE","AMMUNITION","77017","BURGLARY HABITATION","","9","8147 DETROIT  ST,houston ,Texas ,77017","12/12/2009","S"
"7707","10","COMMERCIAL PARKING LOT/GA","","77090","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","AMMUNITION","40","16000 NORTH  FWY,houston ,Texas ,77090","12/9/2011","G"
"7708","1","RESIDENCE/HOUSE","","77096","BURGLARY HABITATION(PG)","BERETTA TOMCAT","32","5431 JASON  ,houston ,Texas ,77096","4/24/2010","S"
"7709","2","APARTMENT PARKING LOT","PISTOL","77035","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","SMITH AND WESSON","9","12265 FONDREN  RD,houston ,Texas ,77035","6/22/2008","S"
"7710","3","RESTAURANT/CAFETERIA","AMMUNITION","77010","LOST OR STOLEN","UNKNOWN","","1000 CRAWFORD  ST,houston ,Texas ,77010","5/24/2008","S"
"7711","4","APARTMENT","PISTOL, SEMIAUTOMATIC","77063","BURGLARY HABITATION","INTRATEC","9 MILL","8990 RICHMOND  AVE,houston ,Texas ,77063","3/25/2008","S"
"7712","5","APARTMENT","PISTOL, SEMIAUTOMATIC","77077","BURGLARY HABITATION","GLOCK","40 CAL","2255 ELDRIDGE  PKWY,houston ,Texas ,77077","10/3/2010","S"
"7713","6","BAR/NIGHT CLUB PARKING LO","PISTOL","77063","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","RUGER","9","3800 OCEE  RD,houston ,Texas ,77063","2/22/2009","S"
"7714","7","APARTMENT","UNKNOWN","77035","BURGLARY HABITATION","WINCHESTER","20 GAUGE","6655 LUDINGTON  DR,houston ,Texas ,77035","7/21/2008","S"
"7715","8","APARTMENT","PISTOL","77060","BURGLARY HABITATION","KEL-TEC","*","90 NORTHPOINT  DR,houston ,Texas ,77060","8/31/2010","S"
"7716","9","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77082","BURGLARY HABITATION","BERETTA","9 MILL","12705 HILL BRANCH  DR,houston ,Texas ,77082","1/25/2012","S"
"7717","10","APARTMENT","PISTOL, REVOLVER","77099","BURGLARY HABITATION","SMITH & WESSON","38 CAL","8811 BOONE  RD,houston ,Texas ,77099","8/15/2010","S"
"7718","1","AUTO REPAIR","UNKNOWN","77029","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD B)","UNKNOWN","40","11101 EAST  FWY,houston ,Texas ,77029","2/21/2009","S"
"7719","2","ROAD/STREET/SIDEWALK","AMMUNITION","77002","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","AMMUNITION","","1100 RUSK  ,houston ,Texas ,77002","1/25/2008","S"
"7720","3","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77062","BURGLARY HABITATION","RUGER","9 MILL","982 RICHVALE  LN,houston ,Texas ,77062","9/19/2011","S"
"7721","4","HOTEL/MOTEL/ETC.","PISTOL, SEMIAUTOMATIC","77032","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","VIRSA FIRESTORM","380 CAL","15831 JOHN F KENNEDY  BLVD,houston ,Texas ,77032","4/28/2010","S"
"7722","5","RESIDENCE/HOUSE","PISTOL, REVOLVER","77078","BURGLARY HABITATION","SMITH & WESSON","41 CAL","8121 CABOT  ,houston ,Texas ,77078","6/22/2010","S"
"7723","6","RESIDENCE/HOUSE","PISTOL, REVOLVER","77077","BURGLARY HABITATION","ROSSI,AMADEO, & CO","357 CAL","938 COACHLIGHT  DR,houston ,Texas ,77077","5/1/2012","S"
"7724","7","APARTMENT","PISTOL, REVOLVER","77081","THEFT/(MISD A)","SPRINGFIELD FIREARMS","40 CAL","6009 BELLAIRE  BLVD,houston ,Texas ,77081","5/18/2008","S"
"7725","8","GROCERY/SUPERMARKET","PISTOL","77048","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","SMITH & WESSON","9","4425 FUQUA  ST,houston ,Texas ,77048","3/30/2009","S"
"7726","9","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77088","BURGLARY HABITATION","UNKNOWN","UNKNOWN","1014 DOLLY WRIGHT  ST,houston ,Texas ,77088","12/8/2008","S"
"7727","10","AIRPORT PARKING","PISTOL, REVOLVER","77338","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD B)","UNKNOWN","38 CAL","5727 WILL CLAYTON  PKWY,houston ,Texas ,77338","10/31/2010","S"
"7728","1","FIELD/WOODS","SHOTGUN, OVER AND UNDER","77082","THEFT (FIREARM) STATE JAIL-FELONY ONLY","BERETTA","12 GAUGE","16500 WESTHEIMER  PKWY,houston ,Texas ,77082","2/23/2008","S"
"7729","2","RESTAURANT/CAFETERIA PARK","PISTOL, SEMIAUTOMATIC","77019","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","SMITH & WESSON","40 CAL","2549 KIRBY  DR,houston ,Texas ,77019","1/27/2011","S"
"7730","3","APARTMENT","PISTOL, SEMIAUTOMATIC","77096","BURGLARY HABITATION","SMITH & WESSON","45 CAL","8950 CHIMNEY ROCK  RD,houston ,Texas ,77096","4/28/2009","S"
"7731","4","DRIVEWAY","PISTOL, REVOLVER","77074","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","HIGH (HI) STANDARD","22 CAL","5822 DARNELL  ST,houston ,Texas ,77074","3/27/2008","S"
"7732","5","DRIVEWAY","PISTOL, REVOLVER","77042","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","RUGER","357 CAL","10723 WICKERSHAM  LN,houston ,Texas ,77042","7/20/2010","S"
"7733","6","RESIDENCE/HOUSE","PISTOL","77076","BURGLARY HABITATION","","","126 RITTENHOUSE W ST,houston ,Texas ,77076","7/19/2012","S"
"7734","7","RESTAURANT/CAFETERIA","PISTOL, REVOLVER","77060","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","SMITH & WESTERN","7 SHOT","410 NORTH SAM HOUSTON E PKWY,houston ,Texas ,77060","5/24/2009","S"
"7735","8","HOTEL/MOTEL PARKING LOT","SEMI-AUTOMATIC","77079","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)","SMITH & WESSON","9","12323 KATY  FWY,houston ,Texas ,77079","10/27/2011","S"
"7736","9","RESIDENCE/HOUSE","PISTOL, REVOLVER","77028","THEFT/LOSS $200.00 OR MORE - F","SMITH & WESSON","38 CAL","6730 FOUNTAINE  ST,houston ,Texas ,77028","8/29/2010","C"
"7737","10","CONVENIENCE STORE PARKING","SHOTGUN","77020","THEFT (AUTO)/(FEL 3RD DEG)","BROWNING ARMS CO","12 GAUGE","7434 EAGLE PASS  ST,houston ,Texas ,77020","10/26/2008","S"
"7738","1","RESIDENCE/HOUSE","RIFLE","77015","BURGLARY HABITATION","REMINGTON","243","625 WESTMONT  DR,houston ,Texas ,77015","12/11/2009","S"
"7739","2","BAR/NIGHT CLUB PARKING LO","PISTOL, SEMIAUTOMATIC","77057","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","SMITH & WESSON","9 MILL","6100 RICHMOND  AVE,houston ,Texas ,77057","1/27/2012","S"
"7740","3","BAR/NIGHT CLUB PARKING LO","UNKNOWN","77027","THEFT (AUTO CAR NOT TRUCK)/LOSS $200.00 OR MORE - F","MOSSBERG O F, & SONS","","4898 WESLAYAN  ,houston ,Texas ,77027","2/27/2010","S"
"7741","4","GROCERY/SUPERMARKET PARKI","AMMUNITION","77018","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD B)(PG)","UNKNOWN","UNKNOWN","1600 NORTH LP W  ,houston ,Texas ,77018","3/30/2010","S"
"7742","5","RESIDENCE DRIVEWAY","AMMUNITION","77339","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","UNKNOWN","380","38 FOREST GREEN  TRL,houston ,Texas ,77339","4/27/2009","S"
"7743","6","RESIDENCE/HOUSE","RIFLE, BOLT ACTION","77004","BURGLARY HABITATION","UNKNOWN","22 CAL","2206 NETTLETON  ,houston ,Texas ,77004","5/23/2010","S"
"7744","7","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77034","BURGLARY HABITATION","TAURUS","40 CAL","13510 HIGH BANKS  LN,houston ,Texas ,77034","6/23/2009","S"
"7745","8","MOTOR VEHICLE","PISTOL","77002","INVESTIGATION (BURGLARY AND THEFT) (GC)","KIMBER","9","198 LA BRANCH N ,houston ,Texas ,77002","7/23/2010","S"
"7746","9","RESIDENCE/HOUSE","RIFLE, SEMIAUTOMATIC","77043","BURGLARY HABITATION","RUGER","223","1614 SKYVIEW  ,houston ,Texas ,77043","8/22/2008","S"
"7747","10","COMMERCIAL PARKING LOT/GA","AMMUNITION","77030","THEFT (TRUCK)/LOSS $200.00 OR MORE - F","UNKNOWN","380","1102 LYNDON  ,houston ,Texas ,77030","9/24/2009","S"
"7748","1","APARTMENT PARKING LOT","PISTOL, SEMIAUTOMATIC","77042","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","GLOCK","40 CAL","2750 WALLINGFORD  DR,houston ,Texas ,77042","11/12/2008","S"
"7749","2","HOTEL/MOTEL PARKING LOT","MAGAZINE","77007","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD B)","BULLET","45","1035 SHEPHERD  DR,houston ,Texas ,77007","10/12/2009","S"
"7750","3","RESIDENCE/HOUSE","","77062","BURGLARY HABITATION(CIT)","AMMUNITION","","15702 SYLVAN LAKE  DR,houston ,Texas ,77062","10/11/2011","S"
"7751","4","RESIDENCE/HOUSE","PISTOL","77045","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","BERRETTA","","2931 ALMEDA PLAZA  DR,houston ,Texas ,77045","9/1/2011","S"
"7752","5","RESTAURANT/CAFETERIA","PISTOL, REVOLVER","77034","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","COLT","380","12100 GULF  FWY,houston ,Texas ,77034","7/6/2008","S"
"7753","6","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77072","THEFT/LOSS $200.00 OR MORE - F","UNKNOWN","45 CAL","11330 OAKCENTER  DR,houston ,Texas ,77072","5/1/2009","S"
"7754","7","RESIDENCE/HOUSE","PISTOL, REVOLVER","77020","THEFT/(MISD A)","SMITH & WESSON","357 CAL","1602 SOLO  ,houston ,Texas ,77020","5/12/2009","S"
"7755","8","ROAD/STREET/SIDEWALK","PISTOL, REVOLVER","77072","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","SMITH & WESSON","357 CAL","11546 BELLSPRING  DR,houston ,Texas ,77072","3/13/2008","S"
"7756","9","APARTMENT PARKING LOT","PISTOL, REVOLVER","77092","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","SMITH & WESSON","357 CAL","4800 LAMONTE  LN,houston ,Texas ,77092","4/9/2010","S"
"7757","10","ELK RIVER TOOL & DIE","RECEIVER","77061","**** LOST OR STOLEN *****","ELK RIVER","","8777 TALLYHO  ,houston ,Texas ,77061","3/1/2008","G"
"7758","1","APARTMENT","PISTOL, SEMIAUTOMATIC","77077","BURGLARY HABITATION","COLT","45 CAL","11980 OVERBROOK  LN,houston ,Texas ,77077","1/11/2008","S"
"7759","2","STRIP BUSINESS CENTER PAR","PISTOL, SEMIAUTOMATIC","77450","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)(","AMMUNITION","45 CAL","21900 KINGSLAND  BLVD,houston ,Texas ,77450","5/14/2009","G"
"7760","3","COMMERCIAL PARKING LOT/GA","PISTOL, SINGLE-SHOT","77027","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","BOND","45 CAL","3300 WESLAYAN  ,houston ,Texas ,77027","4/30/2008","S"
"7761","4","APARTMENT PARKING LOT","PISTOL, SEMIAUTOMATIC","77057","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","SIG SAUER","40 CAL","651 BERING  DR,houston ,Texas ,77057","4/17/2010","S"
"7762","5","APARTMENT","PISTOL, SEMIAUTOMATIC","77024","BURGLARY HABITATION","SPRINGFIELD FIREARMS","45 CAL","7105 OLD KATY  RD,houston ,Texas ,77024","4/12/2011","S"
"7763","6","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77011","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","BERETTA","9 MILL","417 72ND N ST,houston ,Texas ,77011","3/19/2009","S"
"7764","7","APARTMENT","PISTOL, SEMIAUTOMATIC","77007","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","BROWNING ARMS CO","40 CAL","2424 SAWYER HEIGHTS  ST,houston ,Texas ,77007","3/4/2010","S"
"7765","8","GROCERY/SUPERMARKET","PISTOL, SEMIAUTOMATIC","77026","AGGRAVATED ROBBERY (DEADLY WEAPON)/BY FIREARMS","TAURUS","9 MILL","3525 LOCKWOOD  DR,houston ,Texas ,77026","2/13/2009","S"
"7766","9","APARTMENT","AMMUNITION","77061","BURGLARY HABITATION","COLT","PPU 45","8900 GLENCREST  ST,houston ,Texas ,77061","1/29/2010","S"
"7767","10","RESIDENCE/HOUSE","SHOTGUN, SINGLE-SHOT","77072","BURGLARY HABITATION","UNKNOWN","410 GAUGE","11539 NEFF  ,houston ,Texas ,77072","1/17/2011","S"
"7768","1","APARTMENT","TASER","77036","BURGLARY HABITATION","UNKNOWN","","9430 CONCOURSE  DR,houston ,Texas ,77036","1/2/2009","S"
"7769","2","RESIDENCE/HOUSE","PISTOL, REVOLVER","77078","THEFT/LOSS $200.00 OR MORE - F","SMITH & WESSON","38 CAL","10139 VALLEY CLUB  DR,houston ,Texas ,77078","9/15/2010","S"
"7770","3","RESIDENCE/HOUSE","PISTOL","77012","BURGLARY HABITATION","BROWNING","9","8409 COOLIDGE  ST,houston ,Texas ,77012","9/13/2008","S"
"7771","4","STRIP BUSINESS CENTER PAR","PISTOL, SEMIAUTOMATIC","77027","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","SPRINGFIELD ARMOURY","9 MILL","4730 RICHMOND  AVE,houston ,Texas ,77027","9/29/2011","S"
"7772","5","HOTEL/MOTEL PARKING LOT","PISTOL, REVOLVER","77074","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","SMITH & WESSON","38 CAL","8000 SOUTHWEST  FWY,houston ,Texas ,77074","6/14/2008","S"
"7773","6","CONDOMINIUM","PISTOL, SEMIAUTOMATIC","77027","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","GLOCK","45 CAL","3920 ALABAMA W ST,houston ,Texas ,77027","7/25/2008","S"
"7774","7","APARTMENT","PISTOL, REVOLVER","77096","BURGLARY HABITATION","UNKNOWN","38 CAL","4620 BRAESWOOD N BLVD,houston ,Texas ,77096","8/8/2012","S"
"7775","8","APARTMENT","PISTOL, REVOLVER","77082","BURGLARY HABITATION","TAURUS","357 CAL","12360 RICHMOND  AVE,houston ,Texas ,77082","7/24/2012","S"
"7776","9","GROCERY STORE PARKLING LO","RIFLE, SINGLE-SHOT","77075","THEFT (TRUCK)/(FEL 3RD DEG)","BENJAMIN","PELLET","9598 ROWLETT  ,houston ,Texas ,77075","6/13/2009","S"
"7777","10","APARTMENT","PISTOL, SEMIAUTOMATIC","77054","THEFT (FIREARM) STATE JAIL-FELONY ONLY","TAURUS","9 MILL","2701 BELLFORT W ST,houston ,Texas ,77054","5/26/2008","S"
"7778","1","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77088","BURGLARY HABITATION","UNKNOWN","25 CAL","9006 RUTHERFORD  LN,houston ,Texas ,77088","12/17/2008","S"
"7779","2","ROAD/STREET/SIDEWALK","AMMUNITION","77006","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","ACP","0.45","1100 KIPLING  ,houston ,Texas ,77006","11/19/2008","S"
"7780","3","POOL HALL/GAME ROOM","PISTOL, SEMIAUTOMATIC","77035","AGGRAVATED ROBBERY (DEADLY WEAPON)/BY BODILY FORCE","SMITH & WESSON","9 MILL","12260 FONDREN  RD,houston ,Texas ,77035","11/16/2010","C"
"7781","4","RESIDENCE/HOUSE","SHOTGUN","77076","BURGLARY HABITATION","TED WILLIAMS","0.12","254 TURNER  DR,houston ,Texas ,77076","10/14/2008","S"
"7782","5","RESIDENCE/HOUSE","PISTOL, REVOLVER","77026","BURGLARY HABITATION(JUV)","SMITH & WESSON","357 CAL","1903 KING  ST,houston ,Texas ,77026","12/1/2011","S"
